IdBundesland,Bundesland,Landkreis,Altersgruppe,Geschlecht,AnzahlFall,AnzahlTodesfall,ObjectId,Meldedatum,IdLandkreis,Datenstand,NeuerFall,NeuerTodesfall
3,Niedersachsen,LK Hameln-Pyrmont,A15-A34,M,3,0,221614,2020-03-16T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A15-A34,M,1,0,221615,2020-03-18T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A15-A34,W,1,0,221616,2020-03-20T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A15-A34,W,1,0,221617,2020-03-21T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A35-A59,M,1,0,221618,2020-03-10T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A35-A59,M,1,0,221619,2020-03-14T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A35-A59,M,1,0,221620,2020-03-15T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A35-A59,M,1,0,221621,2020-03-18T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A35-A59,M,3,0,221622,2020-03-19T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A35-A59,M,2,0,221623,2020-03-21T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A35-A59,M,1,0,221624,2020-03-23T00:00:00.000Z,03252,25.03.2020 00:00,1,0
3,Niedersachsen,LK Hameln-Pyrmont,A35-A59,W,1,0,221625,2020-03-12T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A35-A59,W,1,0,221626,2020-03-16T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A35-A59,W,1,0,221627,2020-03-18T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A35-A59,W,1,0,221628,2020-03-19T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A35-A59,W,1,0,221629,2020-03-20T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A60-A79,M,1,0,221630,2020-03-16T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A60-A79,M,1,0,221631,2020-03-18T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A60-A79,M,1,0,221632,2020-03-19T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A60-A79,M,1,0,221633,2020-03-20T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hameln-Pyrmont,A60-A79,W,1,0,221634,2020-03-20T00:00:00.000Z,03252,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hildesheim,A05-A14,M,1,0,221635,2020-03-21T00:00:00.000Z,03254,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hildesheim,A15-A34,M,1,0,221636,2020-03-14T00:00:00.000Z,03254,25.03.2020 00:00,0,0
3,Niedersachsen,LK Hildesheim,A15-A34,M,1,0,221637,2020-03-16T00:00:00.000Z,03254,25.03.2020 00:00,0,0
