IdBundesland,Bundesland,Landkreis,Altersgruppe,Geschlecht,AnzahlFall,AnzahlTodesfall,ObjectId,Meldedatum,IdLandkreis,Datenstand,NeuerFall,NeuerTodesfall
1,Schleswig-Holstein,SK Flensburg,A15-A34,M,1,0,670153,2020-03-14T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A15-A34,M,2,0,670154,2020-03-19T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A15-A34,M,1,0,670155,2020-03-21T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A15-A34,M,1,0,670156,2020-03-27T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A15-A34,W,1,0,670157,2020-03-14T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A15-A34,W,2,0,670158,2020-03-18T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A15-A34,W,1,0,670159,2020-03-28T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A35-A59,M,1,0,670160,2020-03-14T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A35-A59,M,1,0,670161,2020-03-20T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A35-A59,W,1,0,670162,2020-03-14T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A35-A59,W,2,0,670163,2020-03-19T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A35-A59,W,1,0,670164,2020-03-20T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A35-A59,W,1,0,670165,2020-03-28T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A35-A59,W,1,0,670166,2020-03-29T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A60-A79,M,1,0,670167,2020-03-24T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A60-A79,M,2,0,670168,2020-03-26T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A60-A79,W,2,0,670169,2020-03-26T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A80+,M,2,0,670170,2020-03-31T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Flensburg,A80+,W,1,0,670171,2020-03-30T00:00:00.000Z,01001,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,M,1,0,670172,2020-03-10T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,M,2,0,670173,2020-03-11T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,M,1,0,670174,2020-03-13T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,M,1,0,670175,2020-03-14T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,M,1,0,670176,2020-03-16T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,M,1,0,670177,2020-03-18T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,M,1,0,670178,2020-03-20T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,M,1,0,670179,2020-03-21T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,M,2,0,670180,2020-03-23T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,M,1,0,670181,2020-03-25T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,M,2,0,670182,2020-03-27T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,M,2,0,670183,2020-03-28T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,M,1,0,670184,2020-03-29T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,M,3,0,670185,2020-04-01T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,M,2,0,670186,2020-04-02T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",1,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,W,1,0,670187,2020-03-10T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,W,1,0,670188,2020-03-12T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,W,3,0,670189,2020-03-16T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,W,1,0,670190,2020-03-17T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,W,2,0,670191,2020-03-18T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,W,3,0,670192,2020-03-19T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,W,1,0,670193,2020-03-20T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,W,1,0,670194,2020-03-22T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,W,3,0,670195,2020-03-23T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,W,1,0,670196,2020-03-24T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,W,2,0,670197,2020-03-26T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,W,3,0,670198,2020-03-27T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,W,2,0,670199,2020-03-28T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,W,1,0,670200,2020-03-29T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,W,1,0,670201,2020-03-31T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A15-A34,W,1,0,670202,2020-04-02T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",1,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,M,1,0,670203,2020-03-11T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,M,1,0,670204,2020-03-12T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,M,3,0,670205,2020-03-19T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,M,1,0,670206,2020-03-21T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,M,1,0,670207,2020-03-24T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,M,1,0,670208,2020-03-25T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,M,1,0,670209,2020-03-26T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,M,1,0,670210,2020-03-27T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,M,1,0,670211,2020-03-28T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,M,2,0,670212,2020-03-30T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,M,1,0,670213,2020-03-31T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,M,1,0,670214,2020-04-01T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,M,1,0,670215,2020-04-02T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",1,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,W,1,0,670216,2020-03-10T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,W,1,0,670217,2020-03-11T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,W,2,0,670218,2020-03-12T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,W,1,0,670219,2020-03-16T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,W,1,0,670220,2020-03-17T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,W,1,0,670221,2020-03-18T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,W,2,0,670222,2020-03-19T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,W,1,0,670223,2020-03-23T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,W,1,0,670224,2020-03-24T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,W,3,0,670225,2020-03-25T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,W,1,0,670226,2020-03-26T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,W,3,0,670227,2020-03-28T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,W,1,0,670228,2020-03-29T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,W,3,0,670229,2020-03-30T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,W,5,0,670230,2020-04-01T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A35-A59,W,4,0,670231,2020-04-02T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",1,-9
1,Schleswig-Holstein,SK Kiel,A60-A79,M,1,0,670232,2020-03-19T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
1,Schleswig-Holstein,SK Kiel,A60-A79,M,1,0,670233,2020-03-20T00:00:00.000Z,01002,"03.04.2020, 00:00 Uhr",0,-9
